page_num|art_num|type|year|author|title|abstract
71|7321264|Conference Paper|2015|Yintao Wang|Rotating consensus and tracking of second-order multi-agent systems in 3-D under directed interaction topologies|This paper investigates the rotating motions of second-order multi-agent systems in 3-D under directed interaction topologies. We consider both rotating consensus and consensus tracking algorithms and present convergence conditions. In the case of rotating consensus, sufficient conditions are derived under which all agents rotate around a common point. In the case of rotating consensus tracking, we show that all the agents can rotating around a dynamic virtual leader, when this leader is a neighbor of only a subset of a group of followers and all followers have only local interaction. Tools like matrix theory, linear system theory, and other mathematical skills are used for convergence analysis. Simulation results are provided to illustrate the effectiveness of the theoretical results.
71|6295038|Conference Paper|2012|Zhou Shan|The application of Multi-Agent in dispatching operation order system|For some shortcomings such as commonality, independence and flexibility that consist in dispatching operation order system, The Multi-Agent Technology be used t in Dispatching Operation Order System. A task decomposing method based on the structural properties, and a coordination control strategy between Multi-agent based on hybrid strategy is studied. The Dispatching Operation Order System Based on Multi-Agent is developed, and be effective integrated with the SCADA and MIS system. Through practical application, the capacity to solve practical problems, the cooperative control in an integral whole and the information sharing of the system is better than the performance of a single age.
71|9351622|Early Access Article|2021|Ying Wu|Observer-Based Fixed-Time Adaptive Fuzzy Bipartite Containment Control for Multi-Agent Systems with Unknown Hysteresis|This paper studies the fixed-time fuzzy adaptive bipartite containment quantized control problem for nonlinear multi-agent systems subject to unknown external disturbances and unknown Bouc-Wen hysteresis. The output and input control signals of the systems are quantized by sector-bounded quantizer. A disturbance observer and a fuzzy state observer are simultaneously designed to estimate unknown external disturbances and unmeasured states, respectively. Then, to solve the difficulty caused by Bouc-Wen hysteresis, a distributed control strategy is presented by using the disturbance observer. In addition, the bipartite containment control performance of multi-agent systems can be realized, and the stability of the closed-loop multiagent systems can be proved to be the semi-global practical fixed-time stability by Lyapunov theory and fixed-time theory. Finally, a practical simulation example is shown to demonstrate the effectiveness of the proposed scheme.
71|5234741|Conference Paper|2009|Salah Hammami|A multi-agent architecture for adaptive E-learning systems using a blackboard agent|This paper describes a multi-agent architecture for adaptive E-learning system. The proposed architecture is composed of several multi-agent levels and intelligent blackboard as an agent. The blackboard agent provides an easy way for agents to communicate and facilitates the cooperation and coordination among them.
71|6640727|Conference Paper|2013|Wuquan Li|Containment tracking of leader-following multi-agent systems with measurement noise|This paper investigates the distributed containment tracking problem of first-order agents with multiple stationary or dynamic leaders under Markovian switching directed network topologies. The control input of each agent can only use its local state and the states of its neighbors corrupted by white noises. Firstly, when the leaders are stationary, some necessary and sufficient conditions are presented to solve the containment tracking in the asymptotic unbiased mean square sense. Secondly, when the leaders are moving, some necessary and sufficient conditions are presented to solve the containment tracking with bounded errors in the mean square sense. Finally, the effectiveness of the distributed tracking controller is demonstrated by simulation examples.
71|7004542|Journal Article|2014|Huiyang Liu|Containment control of general linear multi-agent systems with multiple dynamic leaders: A fast sliding mode based approach|In this paper, distributed containment control problems of general linear multi-agent systems are investigated. The objective is to make the followers in a multi-agent network converge to the convex hull spanned by some leaders whose control inputs are nonzero and not available to any followers. Sliding mode surfaces are defined for the cases of reduced order and non-reduced order, respectively. For each case, fast sliding mode controllers are designed. It is shown that all the error trajectories exponentially reach the sliding mode surfaces in a finite time if for each follower, there exists at least one of the leaders who has a directed path to the follower, and the leaders'; control inputs are bounded. The control Lyapunov function for exponential finite time stability, motivated by the fast terminal sliding mode control, is used to prove reachability of the sliding mode surfaces. Simulation examples are given to illustrate the theoretical results.
71|5602931|Conference Paper|2010|Kouichi Sumizaki|Adaptive consensus on a class of nonlinear multi-agent dynamical systems|In this paper, we first study the adaptive consensus problem in multi-agent systems where the agents have nonlinear dynamics and unknown parameters. An adaptive distributed controller is designed such that consensus can be achieved asymptotically. Then we consider the case where the agents are disturbed by some unknown disturbances. An adaptive distributed controller with a disturbance estimator is proposed to solve the consensus problem. Moreover, sufficient conditions on the communication topology that guarantee adaptive consensus are proposed, and Lyapunov functions are constructed to establish the stability and consensus property for both cases. A numerical example is also presented to show the effectiveness of the proposed method.
71|9188838|Conference Paper|2020|Ying Zhang|Leader-Following Consensus for Double-Integrator Multi-Agent Systems via Sampled Output Feedback|In this paper, the sampled-data leader-following consensus problem is considered for a group of double-integrator multi-agent systems. It is assumed in this problem that measurement output is only available at sampling instants, and the value of the control input only updates at those sampling instants. To solve this problem, a sampled-data output feedback control based on distributed continuous-discrete observer is proposed. This new algorithm has the performance that the sampling period can be freely chosen. We then show the asymptotic stability of the equivalent discrete-time system transformed from sampled-data closed-loop system. A simulation example is provided to illustrate the validity of the theoretical result.
71|8329151|Journal Article|2018|Qi Wang|Fully Distributed Fault-Tolerant Consensus Protocols for Lipschitz Nonlinear Multi-Agent Systems|In this paper, we investigate the fault-tolerant consensus problems for multi-agent systems with actuator faults. Based on the relative state information, fully distributed adaptive protocols are designed for these agents described by Lipschitz nonlinear dynamics under leaderless and leader-follower communication structures. As the special case, for linear multi-agent systems, fault-tolerant consensus problems are also solved with the proposed protocols. First, for the leaderless multi-agent systems, all agents reach an agreement on a common value with undirected connected communication graphs. Second, for the leader-follower multi-agent systems, in which the state of the leader is only available to a subset of the followers, the state of each follower converges to the state of the leader, asymptotically. A distinctive feature of this paper is that the adaptive protocols here are independent of the eigenvalues of the Laplacian matrix associated with the whole communication graph, which means the protocols can be implemented by each agent in a fully distributed fashion. Simulation examples are provided to illustrate the theoretical results.
71|6896796|Conference Paper|2014|Wei Liu|Cooperative global robust output regulation for a class of nonlinear multi-agent systems with switching network|This paper studies the cooperative global robust output regulation problem for a class of nonlinear multi-agent systems with switching network by a distributed output feedback control law. We first convert the problem via the internal model approach to a global robust stabilization problem of an augmented system by a distributed switched output feedback control law. Then, using average dwell time method, we present a set of solvability conditions for the latter problem, thus leading to the solution of the original problem. Our approach is illustrated by a family of Lorenz systems subject to a harmonic exosystem.
71|5698280|Conference Paper|2010|R. Gowri|A Secure Agent Based Intelligent Tutoring System Using FRS|Intelligent tutoring system is becoming more popular in the recent times since its beneficiaries include a wide range of people of all categories. In this paper, we propose architecture for an Intelligent Tutoring System (ITS) using agents. Self adaption mechanism is promoted through control loop. The key concept of this paper revolves around the integration of Multi-agent framework with facial feedback mechanism and issuing of Digital Certificate. And the proposed system is implemented in Net beans platform. The features addressed are effective course management, enhanced teaching process and increased level of student knowledge.
71|6736255|Conference Paper|2013|Yoshihiro Tachibana|Cooperative capturing for multi-agent system with reaction force from target object|This paper proposes a cooperative control of multi-agent system to capture target object. When the agents capture the target object, they may be subjected to reaction force from it. Therefore, we have to consider the physical contact between the agent and target object. First, we introduce the second order model to consider reaction force from target object. The network topology among agents is time-varying and connected, and information of target object is allowed to be available to at least one agent. Second, we show the proposed control law guarantees the agents capture the target object. The control law consists of graph theory and consensus algorithm, and we analyze the convergence property. Finally, simulation results show the effectiveness of the proposed control law.
71|1565544|Conference Paper|2005|S. Miralaei|Category-based similarity algorithm for semantic similarity in multi-agent information sharing systems|Similarity measures are mechanisms that assign a numeric score indicating how closely two documents, or a document and a query match. Most similarity measures such as cosine measure, which treat a document as a vector of weighted keywords, consider exact matching of keywords when determining the similarity among documents and they do not consider the semantic similarity among the keywords of the documents. This paper presents a category-based similarity algorithm (CSA) to determine the semantic similarity between any two pieces of information. CSA is implemented inside the ACORN (agent-based community oriented routing network) system, which is a multi-agent system for information retrieval and provision in a community of users. CSA can also be used in any information sharing system in which the information content is represented as vectors of weighted keywords.
71|8122839|Conference Paper|2017|Chi Wang|Decentralized reinforcement social learning based on cooperative policy exploration in multi-agent systems|Coordination problems including miscoordination and relative overgeneralization are difficult to overcome especially in dynamic and stochastic environments. In the practical scenario, there may be a large number of agents, and the interactions between agents may be sparse and unfixed. In this paper, we study the coordination problems and stochastic rewards under the social learning framework where there are a group of agents and each agent behaves independently and interacts with another agent randomly chosen from the group. We are looking for a learning technique that makes all agents learn a consistent optimal policy in a two agents game with pathology of coordination problems or stochastic rewards under such a framework. A new algorithm named Decentralized concurrent learning and cooperative policy exploration (DCL-CPE) is contributed, which possesses the ability to overcome the coordination problems and the stochastic rewards via local interaction under the social learning framework. Empirical results for several cooperative games are presented to show the superiority of our algorithm.
72|8476556|Journal Article|2018|Ting Wang|Average Consensus of Multi-Agent Systems Under Directed Topologies and Binary-Valued Communications|This paper is concerned with the average consensus problem of multi-agent systems with binary-valued communications under directed topologies. The information that each agent communicates with others is binary-valued with a fixed threshold and the control is a quantity of transportation from one agent to another, which causes that a decrease of the transmitter';s state leads to an increase of the same amount of the receiver';s. Due to the limitation of the information obtained, each agent needs to wait for a period of time to collect enough binary-valued information to estimate. Hence, we construct a two-scale control algorithm. At the small-time scale, each agent estimates its neighbors'; states based on the accumulation of binary-valued information for a period of time, during which the control is zero. At the large-time scale, each agent designs the control signal based on the estimation, which results in state updating of the multi-agent system. Then, each agent estimates the new states of its neighbors and the process of alternating estimation and control will be repeated. Finally, we prove that the estimation is convergent and give the mean square convergence rate as the reciprocal of the estimation time. More importantly, the multi-agent system is proved to achieve average consensus and the consensus speed is given. Simulation results are given to validate the algorithm.
72|7804895|Conference Paper|2016|Dong Wang|An optimal algorithm for high-order multi-agent systems with event-triggered communication|The paper mainly talks about the distributed optimal issue under the continuous-time high-order multi-agent system with event-triggered communication. Every agent possesses its local convex cost function only known by itself. and our aim is to minimize the sum of all the local cost functions and make the agents convergent to the optimal point through the communication between the agents. Utilizing the knowledge of convex analysis and graph theory, we propose a distributed protocol with event-triggered communication under a undirected graph for the high-order multi-agent system. Through Lyapunov method, the agents gradually converging to the optimal point is testified. In addition, we provide an example to validate the proposed protocol.
72|8880592|Journal Article|2019|Guoqing Liu|Adaptive Finite-Time Consensus Tracking for Nonstrict Feedback Nonlinear Multi-Agent Systems With Unknown Control Directions|This paper investigates the finite-time consensus tracking problem for nonstrict feedback nonlinear multi-agent systems with unknown dynamics and control directions. Firstly, the backstepping scheme based on command filter and fractional power control law is proposed, which can not only solve the problem of computational explosion, but also ensure that the state of each agent can follow the leader';s output within a finite time. Then, the error compensation signals are designed to compensate the error caused by filtering. The unknown nonlinear dynamics are approximated by the fuzzy logic system. The state variables problem in the non-strict feedback system is well solved through the scaling of inequalities. By introducing the Nussbaum function, the intermediate input signal and control input signal based on adaptive control law are designed respectively, and the problem of unknown control directions is solved. Simulations are given to show the effectiveness of the presented method.
72|9171119|Conference Paper|2020|Saranya S Nair|Event-Triggered Control for Multi-Agent Systems using Consensus Protocol|Multi-agent systems (MAS) refers to a system that is made of systems. This group of systems promises to be more efficient than single individual systems in terms of reliability and capabilities. This paper suggests, by event activated control approach the consensus problem of a distributed multi-agent network consisting of single integrator dynamics. The event condition and the consensus protocol are developed based on only local information. The event-activating conditions are only checked periodically to decide whether to refresh the information states of the agents or not. The event condition is obtained by conducting convergence analysis based on Lyapunov method. Simulation results are illustrated to show the correctness and realizability of the suggested consensus protocol.
72|5069929|Conference Paper|2009|Dalila B. Megherbi|An intelligent multi-agent distributed battlefield via Multi-Token Message Passing|The main focus of this paper is on issues related to communications, load balancing, resource sharing and allocation in a distributed computing system, as applied to battlefield simulation. We present a distributed architecture of a middleware and algorithms for communications, scheduling and load balancing. In the proposed distributed architecture the nodes use the Multi-Token Message Passing Interface (MPI) over the message based Myrinet communication system, namely the GM protocol, on a Gigabit Myrinet switch to communicate with each other. As we show here this brings in additional implementation challenges regarding (a) the safe usage of threads and MPI, (b) expanding MPI to support additional data-types specific to the sought battlefield simulation applications, and (3) modifying MPI to achieve equal distribution of load among nodes. The main task in load balancing is to keep load equally distributed among the computing nodes, and yet keep the notion of geographically distributed agents transparent. An additional challenge is posed by the fact that when the application is running, load balancing has to be continuously adapted- i.e. no run-time stopping is allowed to redistribute the load among nodes.
72|6896787|Conference Paper|2014|Yu Zhao|Finite-time consensus tracking for multi-agent systems with settling time estimation|This paper investigates the distributed finite-time consensus tracking problem for a group of autonomous agents modeled by double-integrator dynamics under a leader with non-zero acceleration. First of all, a distributed finite-time consensus tracking protocol is proposed based on the relative position and relative velocity measurements. By using a Lyapunov function, it is shown that distributed consensus tracking can be achieved in finite time under the condition that the acceleration of the leader is bounded but not available to followers. In particular, the settling time can be estimated efficiently by computing the value of the Lyapunov function at the initial point. Then, a new observer-based algorithm is designed to solve the finite-time consensus tracking problem when the relative velocity measurements are not available to the agents. It is proved that the states of the followers can move to that of the leader in finite time if the network topology is undirected among the followers but has a directed path from the leader to each follower. Finally, the effectiveness of the algorithms is illustrated by numerical simulations.
72|5254444|Conference Paper|2009|Xu Wei|An E-learning System Architecture Based on Web Services and Intelligent Agents|E-learning has evolved dramatically in the past decades. With the emergence of more and more advanced technologies such as Web services, development of light weight, flexible, and intelligent E-learning systems becomes a reality. This paper proposes a novel architecture for E-learning systems based on Web services and intelligent agents. This architecture provides a flexible integration model in which all the learning components and applications are loosely connected and can be distributed on the Internet. In addition, through the use of agents, learning content can be intelligently customized to fit the context and the special learning needs of particular users.
72|4427588|Conference Paper|2007|Clarissa Falge|Classification and Ontology Maintenance in Agent-Based Knowledge Management Frameworks: A Prototypical Approach|Being able to create views on the document space via grouping the documents is a key functionality in intelligent document management in view of browsing and querying. Hierarchically grouped sets of Documents can be viewed as simple extensionally defined ontological concepts. In an example Knowledge Management system (KnowCat) developed at UAM, Madrid, we investigate how agents for the maintenance of this ontology (these document groupings) can be constructed. We discuss two examples: A classification agent and a maintenance agent support users and administrators of the system to keep the ontology tight and functional. The agents are tested, developed targeted toward Spanish natural language documents, which requires adapted NLP techniques.
72|8028657|Conference Paper|2017|Qianyu Shen|Leader-following consensus control for linear multi-agent systems with quantized communication|In this paper, we consider consensus problems for linear multi-agent systems with quantized communication among agents. In order to achieve consensus, distributed consensus protocols which only based on the quantized relative states of neighboring agents is proposed. Some sufficient conditions are presented to reach the consensus of linear multi-agent systems by using algebraic graph theory, Lyapunov stability analysis and Krasovskii solution. Meanwhile, it is also pointed out that when the agents obtain time delayed information, the given system can also reach consensus under some conditions. Finally, numerical simulations are presented to verify the effectiveness of the theoretical analysis.
72|6987793|Conference Paper|2014|R.K. Uskenbayeva|Main principles of task distribution in multi-agent systems and defining basic parameters|The article describes the main principles for the distribution and control of tasks in multi-agent systems. To reduce the execution time of tasks, we consider the principles of task allocation and determined that the basic parameters must be defined depending on the computing units and the number of actions needed to achieve the goal. By defining the parameters of computing capacity of each unit of our agents, it is possible to determine their degree of possibility of task execution.
72|1067849|Conference Paper|2002|Ren Wei|Data mining in power market based on multi-agent technology|The paper deals with an attempt to extract hidden knowledge from distributed customer databases of a power company. A multi-agent-based system is proposed. This system adapts well to the task of data mining in distributed databases. The way of communications among agents is discussed too.
72|6040675|Conference Paper|2011|Benito Mendoza|Agile Plant Management Using Agents and Mobile Devices: Enhancing Collaboration and Information Integration in Large-Scale|In this paper, we introduce a mobile device enabled multi-agent system that aims at more effective information integration for large-scale plant management. In our approach, different agents are in charge of individual plant units, plant activities (e.g., scheduling), and human-computer interface. Agents residing in mobile devices enable operators to access critical plant information, process data, and make decisions in a remote and around-the-clock fashion. The effectiveness of the system has been demonstrated with an implementation to manage a virtual plan.
72|1427131|Conference Paper|2005|C. Caloianu|Digital rights for agents|This paper focuses on the use of Digital Rights Management as a way to implement a security layer for a Multi-Agent System (MAS). The layer &#034;wraps&#034; individual agent communication and acts as a filter for messages, in XML format, sent between agents. The work builds on the Open Digital Rights Language (ODRL) standard, which provides a description language for security permissions. The end product is a plug in capability for the Everything is Alive (EiA) multi-agent system.
72|5288194|Conference Paper|2009|Shuyun Jia|Research on Multi-agent Decision-Making Model of Wind-Solar Complementary Power Generation System|with the development of computer and network, new control methods appear in industrial control system. And more intelligent and roboticized agent technology also appears after artificial intelligence (AI). Agent technology is farther development of AI. Wind and solar energy complementary power generation is a novel and promising power system, but because of randomicity and complexity of the climate, it makes wind and solar complementary power generation system a complicated system. In this paper, we first introduce advanced agent technology into wind and solar energy complementary power generation system, Then we establish the multi-agent decision-making model of wind and solar energy complementary power generation MADMWSCPS. In the MADMWSCPS, according to its function, the whole system is divided into several agent modules and each agent module is divided into some detailed agents. At last, we realize a decision-making process by the flexible collaboration and communication of these agents. The scheme can be applied into sea-island, remote region, unmanned operation'; wind-solar energy complementary power generation system, it can enhance power system'; intelligence and reliability.
72|7053416|Conference Paper|2014|Bohui Wang|Distributed consensus tracking of networked multi-agent systems subject to time varying nonlinear couplings by output feedback control|Consensus is a fundamental and important problem for cooperative control. This paper mainly studies on the distributed consensus of networked multi-agent systems with time varying nonlinear couplings. A time varying and nonlinear couplings theorem was considered. Then, a distributed consensus protocol is proposed by desired weighting and designed control gain, via output feedback control under directed graphs and switching topologies. Sufficient conditions for achieving the desired consensus asymptotically are proved. Finally, theoretical results are validated via simulations.
72|5305203|Conference Paper|2009|Wensheng Wang|Study on System Integration Model Based on Multi-Agent System for Coal Enterprise|Based on the characteristics that the agent system technology can divide the system into agent with independence and independent function, achieve the higher level system function, the new idea was put forward, which is merging the existing information system and new system developed and constructed in the future, solving the ubiquitous problem of &#034;detached island of information&#034;, realizing integration in coal enterprise, by using layered integration tactics and MAS technology. The system integration model with the core models of function agents, workflow agent and production plan optimization and mediation agent was set up. Such technological problems as standardization of agent structure, encapsulation of agent in existence, development of new agent etc. were researched.
72|4803979|Conference Paper|2009|Mengchun Xie|Representation of the perceived environment and acquisition of behavior rule for multi-agent systems by Q-learning|Multiple autonomous robotic systems can be represented by multi-agent. In multi-agents systems, each agent must behave independently according to its states and environments, and, if necessary, must cooperate with other agents in order to perform a given task. In the present study, we focused on the problem of ldquotrash collectionrdquo, in which multiple agents collect all trash as quickly as possible. The goal is for multiple agents to learn to accomplish a task by interacting with the environment and acquiring cooperative behavior rules. Therefore, for a multi-agent system, we discuss how to acquire the rules of cooperative action to solve problems effectively. We construct the learning agent using the Q-learning which is a representative technique of reinforcement learning. Regarding the perceived environment of agent, two representation methods are used. We then observe how the autonomous agents obtain their action rules and examined the influence of the learning situations on the system. Moreover, we discuss how the system was influenced by learning situation and the view information of the agent.
72|8036205|Journal Article|2018|Xiaohua Ge|Achieving Cluster Formation of Multi-Agent Systems Under Aperiodic Sampling and Communication Delays|This paper addresses the problem of cluster formation control for a networked multi-agent system (MAS) in the simultaneous presence of aperiodic sampling and communication delays. First, to fulfill multiple formation tasks, a group of agents are decomposed into M distinct and nonoverlapping clusters. The agents in each cluster are then driven to achieve a desired formation, whereas the MAS as a whole accomplishes M cluster formations. Second, by a proper modeling of aperiodic sampling and communication delays, an aperiodic sampled-data cluster formation protocol (CFP) is delicately constructed such that the information exchanges among neighboring agents only occur intermittently at discrete instants of time. Third, a detailed theoretical analysis of cluster formability is carried out and a sufficient and necessary condition is provided such that the system is M-cluster formable. Furthermore, a discontinuous Lyapunov functional approach is developed to derive a design criterion on the existence of an admissible sampled-data CFP. Finally, numerical simulations on a team of nonholonomic mobile robots are given to illustrate the effectiveness of the obtained theoretical result.
72|4593710|Conference Paper|2008|Chengjun Ding|Study of intelligent cooperation system of road construction machinery groups based on multi-agent|This paper is concerned with the real-time controlling for the road construction machinery groups. Multi-agent system is capable to deal with the cooperation in dynamic and distributing environment, according to the characteristics of asphaltum-concrete road construction, the intelligent decision support system (IDSS) model based on Multi-Agent technology is adopted into the road construction. In this paper, a company-like multi-layered multi-agent architecture is proposed. Authors explain the coordination-controlling among the agents in the system, and clarify the real-time decision-making process in constructing. After the debugging in machine groups, the system based on the model can deliberately make and rapidly analyse in the complex instances of construction, put forward reasonable decision advices, and then improve the construction quality and efficiency.
72|5573476|Conference Paper|2010|Zhu Jiandong|Maximum consensus speed of second-order multi-agent network systems under a kind of dynamic consensus protocols|This paper deals with the maximum consensus speed of multi-agent network systems with double-integrator under a kind of consensus protocols. It is revealed that the maximum consensus speed is determined by the largest and the second smallest eigenvalues of the Laplacian matrix of graph of the network. For a revised form the protocol, arbitrary desired consensus speed can be achieved by choosing suitable gains. Numerical simulations are given to illustrate the main results.
72|9306565|Conference Paper|2020|Luka Martinović|Cooperative Output Regulation of Multi-Agent Systems with Single-Integrator Dynamics|In this paper, the cooperative reference tracking of multi-agent systems with single-integrator dynamics is considered. The proposed control strategy belongs to the leader-follower methodology. Each follower shares its state with neighboring agents, while also implementing local feedback that ensures stability. The role of the leaders is to provide a control law for the network of the followers in order to achieve asymptotic convergence of tracking error to zero, which is accomplished by solving the regulator equations. Furthermore, the need for an observer design and thus communication between leaders is eliminated. Simulation results show superior performance of the proposed algorithm compared to other methods.
72|8747511|Journal Article|2019|Lipo Mo|Distributed Optimization Algorithm for Discrete-Time Heterogeneous Multi-Agent Systems With Nonuniform Stepsizes|This paper is devoted to the distributed optimization problem of heterogeneous multi-agent systems, where the communication topology is jointly strongly connected and the dynamics of each agent is the first-order or second-order integrator. A new distributed algorithm is first designed for each agent based on the local objective function and the local neighbors'; information that each agent can access. By a model transformation, the original closed-loop system is converted into a time-varying system and the system matrix of which is a stochastic matrix at any time. Then, by the properties of the stochastic matrix, it is proven that all agents'; position states can converge to the optimal solution of a team objective function provided the union communication topology is strongly connected. Finally, the simulation results are provided to verify the effectiveness of the distributed algorithm proposed in this paper.
72|9255057|Conference Paper|2020|Jie Wang|H<inf>∞</inf> Consensus Control for Discrete-Time Stochastic Multi-agent Systems with Infinite Markov Jumps|This paper focuses on multi-agent systems under the disturbances of parameter uncertainties, noises and external disturbances simultaneously, which are more suitable for the changing environments than most ideal models. For this case, the robust H∞ consensus control problem is studied to attenuate the influence of disturbances below a given level. We aim to design a consensus controller such that the closed-loop muti-agent systems reach the desired H
&lt;sub xmlns:mml=&#034;http://www.w3.org/1998/Math/MathML&#034; xmlns:xlink=&#034;http://www.w3.org/1999/xlink&#034;&gt;∞&lt;/sub&gt;
 performance. By tools of Kronecker product, graph theory, and infinite horizon bounded real lemma, sufficient conditions for existence of H
&lt;sub xmlns:mml=&#034;http://www.w3.org/1998/Math/MathML&#034; xmlns:xlink=&#034;http://www.w3.org/1999/xlink&#034;&gt;∞&lt;/sub&gt;
 consensus protocol design are obtained in terms of linear matrix inequalities (LMIs). Finally, a numerical example is given to show the validity of the method.
72|5228017|Conference Paper|2009|Mydhili K Nair|Net Mobile-Cop: A hybrid intelli-agent framework to manage networks|More than a decade ago, MA(mobile agents) were introduced for NM(network management) of distributed computer networks in tandem with the design paradigm of code-shipping the agents to remote node, where they are programmed to collect, analyze and process data locally. However, even today, most networks employ SNMP (simple network management protocol), an inherently client-server based stable and proven protocol, which uses the paradigm data-shipping. It suffers from the major drawback that when the network traffic increases, the manager is overloaded due to excessive processing. Real synergy could be achieved if we adopt a hybrid approach that brings the best of both paradigms. In this paper we present Net mobile-cophybrid NM framework, prototyped on Aglet mobile agent system and AdventNet SNMP Package, which imbibes this synergy. We also introduce a novel method to dynamically configure managed nodes using intelligent agents. We also provide quantitative evaluation leading to useful tips to the sys-admin as to when to toggle between SNMP and MA usage.
72|8276542|Conference Paper|2017|Yu Zhao|Designing robust distributed average tracking (DAT) algorithms for multi-reference-signals produced by lipschitz-type dynamics|This article designs a DAT algorithm for multi-reference-signals produced by multiple Lipschitz-type dynamics. There is a nonlinear term in the reference signals'; dynamics which satisfies the Lipschitz-type condition. Based on state-dependent-gain designing approaches, a class of robust distributed average tracking algorithm is designed without requiring the same initial condition. The agent can track the AVG of the multi-reference-signals. A numerical simulation is shown finally.
73|8272592|Conference Paper|2017|Frank Kaptein|Self-explanations of a cognitive agent by citing goals and emotions|This paper presents a cognitive (belief-desire-intention based) agent that can self-explain its behaviour based on its goals and emotions. We implement a cognitive agent, embodied by a nao-robot or virtual avatar thereof, to play a quiz with its user. During the interaction the agent intelligently selects questions to optimally educate the user. We show how the simulation of emotions can be used to generate end-user explanations of the agent';s behaviour. With this we provide a first proof of concept showing the value of using simulated emotions in addition to goals for generating agent behaviour explanations.
73|8778269|Conference Paper|2019|Chung-Ming Ou|Host-based Intrusion Detection Systems Inspired by Machine Learning of Agent-Based Artificial Immune Systems|An adaptable agent-based IDS (AAIDS) inspired by the danger theory of artificial immune system is proposed. The learning mechanism of AAIDS is designed by emulating how dendritic cells (DC) in immune systems detect and classify danger signals. AG agent, DC agent and TC agent coordinate together and respond to system calls directly rather than analyze network packets. Simulations show AAIDS can determine several critical scenarios of the system behaviors where packet analysis is impractical.
73|7364787|Conference Paper|2015|Jae Man Kim|Cluster consensus for heterogeneous multi-agent systems|This paper investigates the cluster consensus problem of heterogeneous multi-agent systems, where the considered systems are composed of first-order dynamics and second-order dynamics. The consensus protocol is designed to converge the position and velocity states of the heterogeneous multi-agent systems in two separate location. Stability analysis for heterogeneous multi-agent systems is presented based on Lyapunov function. Finally, some simulation results are provided to verify the effectiveness of the proposed methods.
73|5874687|Conference Paper|2011|Mahdi Saghaleini|Agent based control scheme for a smart power system including renewable energy sources|In this paper, a PV energy source has been connected to a flywheel (FW) for short term energy storage in addition to a battery (BAT) for long term energy storage. The purpose of this system is to serve as a part of a shipboard power system as means to deal with large transient loads. In order to make a robust power system for such loads, we propose a flywheel connected to a dc motor and connect this flywheel system to the common dc bus through a bidirectional dc/dc converter. An agent based control scheme has been applied to this system to make the system more robust against single point failures, reduce the amount of information needed to be transferred, and make it easier to add or remove other sources to the system in the future. We have designed and simulated, and then developed an experimental setup for the proposed system. The simulations and experimentals show that the system is very robust specifically for transient loads.
73|5116262|Conference Paper|2009|Zhonghui Gao|Auto-Adapted Long-Distance Education System Model Based on Multi-agent|In the past, the design and development of distance learning systems commonly use the programming methods of process-oriented and object-oriented. Then, in this article Agent technology is used for distance learning environment to create and organize and manage. In the distance learning system of Agent, first of all, establishing a model which is composed by single Agent of the internal structure; then start to design, develop Agent for the distance learning system from the perspective of Multi-Agent; use the Multi-Agent technology, to design the Multi-Agent system which is based on the objectives and explore the system';s implementation.
73|9331205|Conference Paper|2021|Syed Redwan Md Hassan|Incorporating Multi-Agent Systems Technology in Power and Energy Systems of Bangladesh:A Feasibility Study|The power sector of Bangladesh is presently experiencing essential changes as demand for power services is increasing with rising population and economic development. With a gradual shift from a rigidly centralized structure to a more decentralized and fluid setup, fundamentally because of the enormous advancement of distributed renewable energy sources, the future power system of the nation requires new control strategies to work efficiently and sustainably in the face of evolving conditions and constraints. Multi-Agent Systems (MAS) technology has attributes that meet these prerequisites of modern power systems and has been shown to be effective in dealing with its distributed and complex nature. This is a literature-based feasibility study to explore whether MAS technology is suited to be applied in the context of Bangladesh. For this preliminary paper, we look at the topic from a holistic perspective and conduct a meta-review to curate common applications of Multi-Agent System-based concepts, tools and algorithms on the power and energy sector. We also identify the top challenges of this domain in Bangladesh and connect the potential MAS-based solutions to address each challenge. Our qualitative assessment is motivated to provide a starting point for local researchers eager to experiment with MAS technology for application in Bangladesh.
73|9188757|Conference Paper|2020|Pu Zhang|Fault-tolerant Control for Multi-agent with Actuator Fault|This paper proposes a distributed adaptive control approach based on consensus theory so that a multi-agent formation can still complete the task despite the local fault of the leader for the multi-agent formation system. The controlled object consists of four agents that form a triangle formation system, where one agent acts as the vertex of the triangle, and the remaining agents act as followers in a line. Based on graph theory, the distributed adaptive updating of the agents'; local information parameters are conducted, and the distributed adaptive control law is used to supplement the influence of the leader';s fault in the multi-agent formation. According to the local information of adjacent agents, an overall distributed adaptive fault-tolerant control law is designed, and the stability of the designed controller is proved by constructing the Lyapunov function. Meanwhile, the relative distance error between the horizontal direction and longitudinal direction of the &#034;leader-follower&#034; converge to zero. The simulation results show that the proposed adaptive control approach has good robustness, which provides a theoretical basis for engineering practice.
73|8833447|Conference Paper|2019|Mengmeng Sun|ℋ<inf>∞</inf> Consensus Control of Multi-agent Systems with Round-robin Protocol and Missing Measurements: The Finite-horizon Case|The ℋ
&lt;sub xmlns:mml=&#034;http://www.w3.org/1998/Math/MathML&#034; xmlns:xlink=&#034;http://www.w3.org/1999/xlink&#034;&gt;∞&lt;/sub&gt;
